fighter1,fighter2,result1,result2,date
Marc-Diakiese,Lando-Vannata,Win,Loss,2019-09-28
Jack-Shore,Nohelin-Hernandez,Win,Loss,2019-09-28
Robert-Whittaker,Israel-Adesanya,Loss,Win,2019-10-05
Al-Iaquinta,Dan-Hooker,Loss,Win,2019-10-05
Tai-Tuivasa,Serghei-Spivac,Loss,Win,2019-10-05
Luke-Jumeau,Dhiego-Lima,Loss,Win,2019-10-05
Justin-Tafa,Yorgan-De Castro,Loss,Win,2019-10-05
Jake-Matthews,Rostem-Akman,Win,Loss,2019-10-05
Callan-Potter,Maki-Pitolo,Win,Loss,2019-10-05
Brad-Riddell,Jamie-Mullarkey,Win,Loss,2019-10-05
Megan-Anderson,Zarah-Fairn,Win,Loss,2019-10-05
Nadia-Kassem,Ji Yeon-Kim,Loss,Win,2019-10-05
Khalid-Taha,Bruno-Silva,No Contest,No Contest,2019-10-05
Joanna-Jedrzejczyk,Michelle-Waterson,Win,Loss,2019-10-12
Cub-Swanson,Kron-Gracie,Win,Loss,2019-10-12
Niko-Price,James-Vick,Win,Loss,2019-10-12
Mackenzie-Dern,Amanda-Ribas,Loss,Win,2019-10-12
Matt-Frevola,Luis-Pena,Win,Loss,2019-10-12
Eryk-Anders,Gerald-Meerschaert,Win,Loss,2019-10-12
Ryan-Spann,Devin-Clark,Win,Loss,2019-10-12
Mike-Davis,Thomas-Gifford,Win,Loss,2019-10-12
Max-Griffin,Alex-Morono,Loss,Win,2019-10-12
Deiveson-Figueiredo,Tim-Elliott,Win,Loss,2019-10-12
Marlon-Vera,Andre-Ewell,Win,Loss,2019-10-12
Miguel-Baeza,Hector-Aldana,Win,Loss,2019-10-12
Marvin-Vettori,Andrew-Sanchez,Win,Loss,2019-10-12
JJ-Aldrich,Lauren-Mueller,Win,Loss,2019-10-12
Dominick-Reyes,Chris-Weidman,Win,Loss,2019-10-18
Yair-Rodriguez,Jeremy-Stephens,Win,Loss,2019-10-18
Greg-Hardy,Ben-Sosoli,No Contest,No Contest,2019-10-18
Joe-Lauzon,Jonathan-Pearce,Win,Loss,2019-10-18
Maycee-Barber,Gillian-Robertson,Win,Loss,2019-10-18
Deron-Winn,Darren-Stewart,Loss,Win,2019-10-18
Charles-Rosa,Manny-Bermudez,Win,Loss,2019-10-18
Molly-McCann,Diana-Belbita,Win,Loss,2019-10-18
Kyle-Bochniak,Sean-Woodson,Loss,Win,2019-10-18
Randy-Costa,Boston-Salmon,Win,Loss,2019-10-18
Court-McGee,Sean-Brady,Loss,Win,2019-10-18
Brendan-Allen,Kevin-Holland,Win,Loss,2019-10-18
Daniel-Spitz,Tanner-Boser,Loss,Win,2019-10-18
Yair-Rodriguez,Jeremy-Stephens,No Contest,No Contest,2019-09-21
Carla-Esparza,Alexa-Grasso,Win,Loss,2019-09-21
Brandon-Moreno,Askar-Askarov,Draw,Draw,2019-09-21
Irene-Aldana,Vanessa-Melo,Win,Loss,2019-09-21
Martin-Bravo,Steven-Peterson,Loss,Win,2019-09-21
Jose-Quinonez,Carlos-Huachin,Win,Loss,2019-09-21
Marco Polo-Reyes,Kyle-Nelson,Loss,Win,2019-09-21
Ariane-Carnelossi,Angela-Hill,Loss,Win,2019-09-21
Sergio-Pettis,Tyson-Nam,Win,Loss,2019-09-21
Vinicius-Moreira,Paul-Craig,Loss,Win,2019-09-21
Sijara-Eubanks,Bethe-Correia,Loss,Win,2019-09-21
Claudio-Puelles,Marcos-Mariano,Win,Loss,2019-09-21
Zabit-Magomedsharipov,Calvin-Kattar,Win,Loss,2019-11-09
Alexander-Volkov,Greg-Hardy,Win,Loss,2019-11-09
Zelim-Imadaev,Danny-Roberts,Loss,Win,2019-11-09
Khadis-Ibragimov,Ed-Herman,Loss,Win,2019-11-09
Ramazan-Emeev,Anthony Rocco-Martin,Loss,Win,2019-11-09
Shamil-Gamzatov,Klidson-Abreu,Win,Loss,2019-11-09
Magomed-Ankalaev,Dalcha-Lungiambula,Win,Loss,2019-11-09
Rustam-Khabilov,Sergey-Khandozhko,Win,Loss,2019-11-09
Roman-Kopylov,Karl-Roberson,Loss,Win,2019-11-09
Abubakar-Nurmagomedov,David-Zawada,Loss,Win,2019-11-09
Alexander-Yakovlev,Roosevelt-Roberts,Loss,Win,2019-11-09
Jessica-Rose-Clark,Pannie-Kianzad,Loss,Win,2019-11-09
Grigory-Popov,Davey-Grant,Loss,Win,2019-11-09
Alistair-Overeem,Jairzinho-Rozenstruik,Loss,Win,2019-12-07
Marina-Rodriguez,Cynthia-Calvillo,Draw,Draw,2019-12-07
Stefan-Struve,Ben-Rothwell,Loss,Win,2019-12-07
Aspen-Ladd,Yana-Kunitskaya,Win,Loss,2019-12-07
Cody-Stamann,Song-Yadong,Draw,Draw,2019-12-07
Rob-Font,Ricky-Simon,Win,Loss,2019-12-07
Thiago-Alves,Tim-Means,Loss,Win,2019-12-07
Billy-Quarantillo,Jacob-Kilburn,Win,Loss,2019-12-07
Bryce-Mitchell,Matt-Sayles,Win,Loss,2019-12-07
Joe-Solecki,Matt-Wiman,Win,Loss,2019-12-07
Virna-Jandiroba,Mallory-Martin,Win,Loss,2019-12-07
Makhmud-Muradov,Trevor-Smith,Win,Loss,2019-12-07
Demian-Maia,Ben-Askren,Win,Loss,2019-10-26
Michael-Johnson,Stevie-Ray,Loss,Win,2019-10-26
Frank-Camacho,Beneil-Dariush,Loss,Win,2019-10-26
Ciryl-Gane,Don'Tale-Mayes,Win,Loss,2019-10-26
Muslim-Salikhov,Laureano-Staropoli,Win,Loss,2019-10-26
Randa-Markos,Ashley-Yoder,Win,Loss,2019-10-26
Alex-White,Rafael-Fiziev,Loss,Win,2019-10-26
Enrique-Barzola,Movsar-Evloev,Loss,Win,2019-10-26
Maurice-Greene,Sergei-Pavlovich,Loss,Win,2019-10-26
Loma-Lookboonmee,Aleksandra-Albu,Win,Loss,2019-10-26
Raphael-Pessoa,Jeff-Hughes,Win,Loss,2019-10-26
Frankie-Edgar,Chan Sung-Jung,Loss,Win,2019-12-21
Volkan-Oezdemir,Aleksandar-Rakic,Win,Loss,2019-12-21
Dooho-Choi,Charles-Jourdain,Loss,Win,2019-12-21
Da-Un-Jung,Mike-Rodriguez,Win,Loss,2019-12-21
Junyong-Park,Marc-Andre-Barriault,Win,Loss,2019-12-21
Kyung Ho-Kang,Pingyuan-Liu,Win,Loss,2019-12-21
Ciryl-Gane,Tanner-Boser,Win,Loss,2019-12-21
SeungWoo-Choi,Suman-Mokhtarian,Win,Loss,2019-12-21
Dong Hyun-Ma,Omar-Morales,Loss,Win,2019-12-21
Alexandre-Pantoja,Matt-Schnell,Win,Loss,2019-12-21
Raoni-Barcelos,Said-Nurmagomedov,Win,Loss,2019-12-21
Miranda-Granger,Amanda-Lemos,Loss,Win,2019-12-21
-Alatengheili,Ryan-Benoit,Win,Loss,2019-12-21
Jon-Jones,Dominick-Reyes,Win,Loss,2020-02-08
Valentina-Shevchenko,Katlyn-Chookagian,Win,Loss,2020-02-08
Juan-Adams,Justin-Tafa,Loss,Win,2020-02-08
Mirsad-Bektic,Dan-Ige,Loss,Win,2020-02-08
Derrick-Lewis,Ilir-Latifi,Win,Loss,2020-02-08
Trevin-Giles,James-Krause,Win,Loss,2020-02-08
Lauren-Murphy,Andrea-Lee,Win,Loss,2020-02-08
Alex-Morono,Khaos-Williams,Loss,Win,2020-02-08
Miles-Johns,Mario-Bautista,Loss,Win,2020-02-08
Domingo-Pilarte,Journey-Newson,No Contest,No Contest,2020-02-08
Andre-Ewell,Jonathan-Martinez,Win,Loss,2020-02-08
Austin-Lingo,Youssef-Zalal,Loss,Win,2020-02-08
Jan-Blachowicz,Jacare-Souza,Win,Loss,2019-11-16
Mauricio-Rua,Paul-Craig,Draw,Draw,2019-11-16
Charles-Oliveira,Jared-Gordon,Win,Loss,2019-11-16
Antonio-Arroyo,Andre-Muniz,Loss,Win,2019-11-16
Markus-Perez,Wellington-Turman,Loss,Win,2019-11-16
Sergio-Moraes,James-Krause,Loss,Win,2019-11-16
Ricardo-Ramos,Eduardo-Garagorri,Win,Loss,2019-11-16
Francisco-Trinaldo,Bobby-Green,Win,Loss,2019-11-16
Warlley-Alves,Randy-Brown,Loss,Win,2019-11-16
Douglas-Silva de Andrade,Renan-Barao,Win,Loss,2019-11-16
Ariane-Lipski,Isabela-de Padua,Win,Loss,2019-11-16
Vanessa-Melo,Tracy-Cortez,Loss,Win,2019-11-16
Joseph-Benavidez,Deiveson-Figueiredo,Loss,Win,2020-02-29
Felicia-Spencer,Zarah-Fairn,Win,Loss,2020-02-29
Ion-Cutelaba,Magomed-Ankalaev,Loss,Win,2020-02-29
Megan-Anderson,Norma-Dumont,Win,Loss,2020-02-29
Grant-Dawson,Darrick-Minner,Win,Loss,2020-02-29
Gabriel-Silva,Kyler-Phillips,Loss,Win,2020-02-29
Brendan-Allen,Tom-Breese,Win,Loss,2020-02-29
Marcin-Tybura,Serghei-Spivac,Win,Loss,2020-02-29
Luis-Pena,Steve-Garcia,Win,Loss,2020-02-29
Jordan-Griffin,TJ-Brown,Win,Loss,2020-02-29
Aalon-Cruz,Spike-Carlyle,Loss,Win,2020-02-29
Sean-Brady,Ismail-Naurdiev,Win,Loss,2020-02-29
Kamaru-Usman,Colby-Covington,Win,Loss,2019-12-14
Max-Holloway,Alexander-Volkanovski,Loss,Win,2019-12-14
Amanda-Nunes,Germaine-de Randamie,Win,Loss,2019-12-14
Marlon-Moraes,Jose-Aldo,Win,Loss,2019-12-14
Petr-Yan,Urijah-Faber,Win,Loss,2019-12-14
Geoff-Neal,Mike-Perry,Win,Loss,2019-12-14
Ketlen-Vieira,Irene-Aldana,Loss,Win,2019-12-14
Ian-Heinisch,Omari-Akhmedov,Loss,Win,2019-12-14
Matt-Brown,Ben-Saunders,Win,Loss,2019-12-14
Chase-Hooper,Daniel-Teymur,Win,Loss,2019-12-14
Brandon-Moreno,Kai-Kara-France,Win,Loss,2019-12-14
Jessica-Eye,Viviane-Araujo,Win,Loss,2019-12-14
Punahele-Soriano,Oskar-Piechota,Win,Loss,2019-12-14
Paul-Felder,Dan-Hooker,Loss,Win,2020-02-22
Jimmy-Crute,Michal-Oleksiejczuk,Win,Loss,2020-02-22
Karolina-Kowalkiewicz,Yan-Xiaonan,Loss,Win,2020-02-22
Ben-Sosoli,Marcos-Rogerio de Lima,Loss,Win,2020-02-22
Brad-Riddell,Magomed-Mustafaev,Win,Loss,2020-02-22
Kevin-Aguilar,Zubaira-Tukhugov,Loss,Win,2020-02-22
Jalin-Turner,Josh-Culibao,Win,Loss,2020-02-22
Jake-Matthews,Emil-Meek,Win,Loss,2020-02-22
Callan-Potter,Song-Kenan,Loss,Win,2020-02-22
Kai-Kara-France,Tyson-Nam,Win,Loss,2020-02-22
Loma-Lookboonmee,Angela-Hill,Loss,Win,2020-02-22
Priscila-Cachoeira,Shana-Dobson,Win,Loss,2020-02-22
Curtis-Blaydes,Junior-Dos Santos,Win,Loss,2020-01-25
Rafael-Dos Anjos,Michael-Chiesa,Loss,Win,2020-01-25
Jordan-Espinosa,Alex-Perez,Loss,Win,2020-01-25
Hannah-Cifers,Angela-Hill,Loss,Win,2020-01-25
Jamahal-Hill,Darko-Stosic,Win,Loss,2020-01-25
Bevon-Lewis,Dequan-Townsend,Win,Loss,2020-01-25
Arnold-Allen,Nik-Lentz,Win,Loss,2020-01-25
Justine-Kish,Lucie-Pudilova,Win,Loss,2020-01-25
Montel-Jackson,Felipe-Colares,Win,Loss,2020-01-25
Sara-McMann,Lina-Lansberg,Win,Loss,2020-01-25
Brett-Johns,Tony-Gravely,Win,Loss,2020-01-25
Herbert-Burns,Nate-Landwehr,Win,Loss,2020-01-25
Corey-Anderson,Jan-Blachowicz,Loss,Win,2020-02-15
Diego-Sanchez,Michel-Pereira,Win,Loss,2020-02-15
Montana-De La Rosa,Mara-Romero Borella,Win,Loss,2020-02-15
Brok-Weaver,Kazula-Vargas,Win,Loss,2020-02-15
Rogerio-Bontorin,Ray-Borg,Loss,Win,2020-02-15
Lando-Vannata,Yancy-Medeiros,Win,Loss,2020-02-15
Tim-Means,Daniel-Rodriguez,Loss,Win,2020-02-15
John-Dodson,Nathaniel-Wood,Win,Loss,2020-02-15
Jim-Miller,Scott-Holtzman,Loss,Win,2020-02-15
Devin-Clark,Dequan-Townsend,Win,Loss,2020-02-15
Casey-Kenney,Merab-Dvalishvili,Loss,Win,2020-02-15
Macy-Chiasson,Shanna-Young,Win,Loss,2020-02-15
Mark-De La Rosa,Raulian-Paiva,Loss,Win,2020-02-15
Kevin-Lee,Charles-Oliveira,Loss,Win,2020-03-14
Demian-Maia,Gilbert-Burns,Loss,Win,2020-03-14
Renato-Moicano,Damir-Hadzovic,Win,Loss,2020-03-14
Johnny-Walker,Nikita-Krylov,Loss,Win,2020-03-14
Francisco-Trinaldo,John-Makdessi,Win,Loss,2020-03-14
Jussier-Formiga,Brandon-Moreno,Loss,Win,2020-03-14
Amanda-Ribas,Randa-Markos,Win,Loss,2020-03-14
Elizeu-Zaleski dos Santos,Aleksei-Kunchenko,Win,Loss,2020-03-14
Rani-Yahya,Enrique-Barzola,Draw,Draw,2020-03-14
Mayra-Bueno Silva,Maryna-Moroz,Loss,Win,2020-03-14
Bruno-Silva,David-Dvorak,Loss,Win,2020-03-14
Veronica-Macedo,Bea-Malecki,Loss,Win,2020-03-14
Conor-McGregor,Donald-Cerrone,Win,Loss,2020-01-19
Holly-Holm,Raquel-Pennington,Win,Loss,2020-01-19
Aleksei-Oleinik,Maurice-Greene,Win,Loss,2020-01-19
Brian-Kelleher,Ode-Osbourne,Win,Loss,2020-01-19
Anthony-Pettis,Diego-Ferreira,Loss,Win,2020-01-19
Roxanne-Modafferi,Maycee-Barber,Win,Loss,2020-01-19
Andre-Fili,Sodiq-Yusuff,Loss,Win,2020-01-19
Tim-Elliott,Askar-Askarov,Loss,Win,2020-01-19
Drew-Dober,Nasrat-Haqparast,Win,Loss,2020-01-19
Aleksa-Camur,Justin-Ledet,Win,Loss,2020-01-19
Sabina-Mazo,JJ-Aldrich,Win,Loss,2020-01-19
Israel-Adesanya,Yoel-Romero,Win,Loss,2020-03-08
Zhang-Weili,Joanna-Jedrzejczyk,Win,Loss,2020-03-08
Beneil-Dariush,Drakkar-Klose,Win,Loss,2020-03-08
Neil-Magny,Li-Jingliang,Win,Loss,2020-03-08
Alex-Oliveira,Max-Griffin,Win,Loss,2020-03-08
Sean-O'Malley,Jose-Quinonez,Win,Loss,2020-03-08
Mark-Madsen,Austin-Hubbard,Win,Loss,2020-03-08
Rodolfo-Vieira,Saparbeg-Safarov,Win,Loss,2020-03-08
Gerald-Meerschaert,Deron-Winn,Win,Loss,2020-03-08
Giga-Chikadze,Jamall-Emmers,Win,Loss,2020-03-08
Danaa-Batgerel,Guido-Cannetti,Win,Loss,2020-03-08
Stipe-Miocic,Daniel-Cormier,Win,Loss,2020-08-15
Sean-O'Malley,Marlon-Vera,Loss,Win,2020-08-15
Junior-Dos Santos,Jairzinho-Rozenstruik,Loss,Win,2020-08-15
Herbert-Burns,Daniel-Pineda,Loss,Win,2020-08-15
John-Dodson,Merab-Dvalishvili,Loss,Win,2020-08-15
Jim-Miller,Vinc-Pichel,Loss,Win,2020-08-15
Felice-Herrig,Virna-Jandiroba,Loss,Win,2020-08-15
TJ-Brown,Danny-Chavez,Loss,Win,2020-08-15
Ashley-Yoder,Livinha-Souza,Loss,Win,2020-08-15
Chris-Daukaus,Parker-Porter,Win,Loss,2020-08-15
Kai-Kamaka,Tony-Kelley,Win,Loss,2020-08-15
Amanda-Nunes,Felicia-Spencer,Win,Loss,2020-06-06
Raphael-Assuncao,Cody-Garbrandt,Loss,Win,2020-06-06
Aljamain-Sterling,Cory-Sandhagen,Win,Loss,2020-06-06
Neil-Magny,Anthony Rocco-Martin,Win,Loss,2020-06-06
Eddie-Wineland,Sean-O'Malley,Loss,Win,2020-06-06
Alex-Caceres,Chase-Hooper,Win,Loss,2020-06-06
Ian-Heinisch,Gerald-Meerschaert,Win,Loss,2020-06-06
Cody-Stamann,Brian-Kelleher,Win,Loss,2020-06-06
Charles-Byrd,Maki-Pitolo,Loss,Win,2020-06-06
Jussier-Formiga,Alex-Perez,Loss,Win,2020-06-06
Alonzo-Menifield,Devin-Clark,Loss,Win,2020-06-06
Evan-Dunham,Herbert-Burns,Loss,Win,2020-06-06
Jessica-Eye,Cynthia-Calvillo,Loss,Win,2020-06-13
Karl-Roberson,Marvin-Vettori,Loss,Win,2020-06-13
Charles-Rosa,Kevin-Aguilar,Win,Loss,2020-06-13
Andre-Fili,Charles-Jourdain,Win,Loss,2020-06-13
Jordan-Espinosa,Mark-De La Rosa,Win,Loss,2020-06-13
Mariya-Agapova,Hannah-Cifers,Win,Loss,2020-06-13
Merab-Dvalishvili,Gustavo-Lopez,Win,Loss,2020-06-13
Julia-Avila,Gina-Mazany,Win,Loss,2020-06-13
Tyson-Nam,Zarrukh-Adashev,Win,Loss,2020-06-13
Anthony-Ivy,Christian-Aguilera,Loss,Win,2020-06-13
Tony-Ferguson,Justin-Gaethje,Loss,Win,2020-05-09
Henry-Cejudo,Dominick-Cruz,Win,Loss,2020-05-09
Francis-Ngannou,Jairzinho-Rozenstruik,Win,Loss,2020-05-09
Jeremy-Stephens,Calvin-Kattar,Loss,Win,2020-05-09
Greg-Hardy,Yorgan-De Castro,Win,Loss,2020-05-09
Anthony-Pettis,Donald-Cerrone,Win,Loss,2020-05-09
Aleksei-Oleinik,Fabricio-Werdum,Win,Loss,2020-05-09
Carla-Esparza,Michelle-Waterson,Win,Loss,2020-05-09
Vicente-Luque,Niko-Price,Win,Loss,2020-05-09
Bryce-Mitchell,Charles-Rosa,Win,Loss,2020-05-09
Ryan-Spann,Sam-Alvey,Win,Loss,2020-05-09
Dustin-Poirier,Dan-Hooker,Win,Loss,2020-06-27
Mike-Perry,Mickey-Gall,Win,Loss,2020-06-27
Gian-Villante,Maurice-Greene,Loss,Win,2020-06-27
Brendan-Allen,Kyle-Daukaus,Win,Loss,2020-06-27
Takashi-Sato,Jason-Witt,Win,Loss,2020-06-27
Sean-Woodson,Julian-Erosa,Loss,Win,2020-06-27
Luis-Pena,Khama-Worthy,Loss,Win,2020-06-27
Philipe-Lins,Tanner-Boser,Loss,Win,2020-06-27
Kay-Hansen,Jinh Yu-Frey,Win,Loss,2020-06-27
Jordan-Griffin,Youssef-Zalal,Loss,Win,2020-06-27
Tyron-Woodley,Gilbert-Burns,Loss,Win,2020-05-30
Blagoy-Ivanov,Augusto-Sakai,Loss,Win,2020-05-30
Billy-Quarantillo,Spike-Carlyle,Win,Loss,2020-05-30
Roosevelt-Roberts,Brok-Weaver,Win,Loss,2020-05-30
Mackenzie-Dern,Hannah-Cifers,Win,Loss,2020-05-30
Katlyn-Chookagian,Antonina-Shevchenko,Win,Loss,2020-05-30
Daniel-Rodriguez,Gabe-Green,Win,Loss,2020-05-30
Jamahal-Hill,Klidson-Abreu,No Contest,No Contest,2020-05-30
Tim-Elliott,Brandon-Royval,Loss,Win,2020-05-30
Louis-Smolka,Casey-Kenney,Loss,Win,2020-05-30
Chris-Gutierrez,Vince-Morales,Win,Loss,2020-05-30
Anthony-Smith,Glover-Teixeira,Loss,Win,2020-05-13
Ben-Rothwell,Ovince-Saint Preux,Win,Loss,2020-05-13
Alexander-Hernandez,Drew-Dober,Loss,Win,2020-05-13
Ricky-Simon,Ray-Borg,Win,Loss,2020-05-13
Andrei-Arlovski,Philipe-Lins,Win,Loss,2020-05-13
Michael-Johnson,Thiago-Moises,Loss,Win,2020-05-13
Sijara-Eubanks,Sarah-Moras,Win,Loss,2020-05-13
Gabriel-Benitez,Omar-Morales,Loss,Win,2020-05-13
Hunter-Azure,Brian-Kelleher,Loss,Win,2020-05-13
Chase-Sherman,Ike-Villanueva,Win,Loss,2020-05-13
Kamaru-Usman,Jorge-Masvidal,Win,Loss,2020-07-11
Alexander-Volkanovski,Max-Holloway,Win,Loss,2020-07-11
Petr-Yan,Jose-Aldo,Win,Loss,2020-07-11
Jessica-Andrade,Rose-Namajunas,Loss,Win,2020-07-11
Amanda-Ribas,Paige-VanZant,Win,Loss,2020-07-11
Volkan-Oezdemir,Jiri-Prochazka,Loss,Win,2020-07-11
Elizeu-Zaleski dos Santos,Muslim-Salikhov,Loss,Win,2020-07-11
Makwan-Amirkhani,Danny-Henry,Win,Loss,2020-07-11
Leonardo-Santos,Roman-Bogatov,Win,Loss,2020-07-11
Marcin-Tybura,Maxim-Grishin,Win,Loss,2020-07-11
Raulian-Paiva,Zhalgas-Zhumagulov,Win,Loss,2020-07-11
Karol-Rosa,Vanessa-Melo,Win,Loss,2020-07-11
Martin-Day,Davey-Grant,Loss,Win,2020-07-11
Alistair-Overeem,Walt-Harris,Win,Loss,2020-05-16
Claudia-Gadelha,Angela-Hill,Win,Loss,2020-05-16
Dan-Ige,Edson-Barboza,Win,Loss,2020-05-16
Eryk-Anders,Krzysztof-Jotko,Loss,Win,2020-05-16
Song-Yadong,Marlon-Vera,Win,Loss,2020-05-16
Matt-Brown,Miguel-Baeza,Loss,Win,2020-05-16
Anthony-Hernandez,Kevin-Holland,Loss,Win,2020-05-16
Giga-Chikadze,Irwin-Rivera,Win,Loss,2020-05-16
Darren-Elkins,Nate-Landwehr,Loss,Win,2020-05-16
Cortney-Casey,Mara-Romero Borella,Win,Loss,2020-05-16
Rodrigo-Nascimento,Don'Tale-Mayes,Win,Loss,2020-05-16
Derek-Brunson,Edmen-Shahbazyan,Win,Loss,2020-08-01
Joanne-Wood,Jennifer-Maia,Loss,Win,2020-08-01
Vicente-Luque,Randy-Brown,Win,Loss,2020-08-01
Lando-Vannata,Bobby-Green,Loss,Win,2020-08-01
Frankie-Saenz,Jonathan-Martinez,Loss,Win,2020-08-01
Johnny-Munoz,Nate-Maness,Loss,Win,2020-08-01
Jamall-Emmers,Vince-Cachero,Win,Loss,2020-08-01
Chris-Gutierrez,Cody-Durden,Draw,Draw,2020-08-01
Curtis-Blaydes,Alexander-Volkov,Win,Loss,2020-06-20
Josh-Emmett,Shane-Burgos,Win,Loss,2020-06-20
Raquel-Pennington,Marion-Reneau,Win,Loss,2020-06-20
Belal-Muhammad,Lyman-Good,Win,Loss,2020-06-20
Jim-Miller,Roosevelt-Roberts,Win,Loss,2020-06-20
Clay-Guida,Bobby-Green,Loss,Win,2020-06-20
Tecia-Torres,Brianna-Van Buren,Win,Loss,2020-06-20
Marc-Andre-Barriault,Oskar-Piechota,No Contest,No Contest,2020-06-20
Cortney-Casey,Gillian-Robertson,Loss,Win,2020-06-20
Frank-Camacho,Justin-Jaynes,Loss,Win,2020-06-20
Roxanne-Modafferi,Lauren-Murphy,Loss,Win,2020-06-20
Austin-Hubbard,Max-Rohskopf,Win,Loss,2020-06-20
Deiveson-Figueiredo,Joseph-Benavidez,Win,Loss,2020-07-18
Jack-Hermansson,Kelvin-Gastelum,Win,Loss,2020-07-18
Marc-Diakiese,Rafael-Fiziev,Loss,Win,2020-07-18
Ariane-Lipski,Luana-Carolina,Win,Loss,2020-07-18
Alexandre-Pantoja,Askar-Askarov,Loss,Win,2020-07-18
Roman-Dolidze,Khadis-Ibragimov,Win,Loss,2020-07-18
Grant-Dawson,Nad-Narimani,Win,Loss,2020-07-18
Joe-Duffy,Joel-Alvarez,Loss,Win,2020-07-18
Brett-Johns,Montel-Jackson,Win,Loss,2020-07-18
Malcolm-Gordon,Amir-Albazi,Loss,Win,2020-07-18
Davi-Ramos,Arman-Tsarukyan,Loss,Win,2020-07-18
Carlos-Felipe,Serghei-Spivac,Loss,Win,2020-07-18
Khabib-Nurmagomedov,Justin-Gaethje,Win,Loss,2020-10-24
Robert-Whittaker,Jared-Cannonier,Win,Loss,2020-10-24
Alexander-Volkov,Walt-Harris,Win,Loss,2020-10-24
Jacob-Malkoun,Phil-Hawes,Loss,Win,2020-10-24
Lauren-Murphy,Liliya-Shakirova,Win,Loss,2020-10-24
Magomed-Ankalaev,Ion-Cutelaba,Win,Loss,2020-10-24
Stefan-Struve,Tai-Tuivasa,Loss,Win,2020-10-24
Nathaniel-Wood,Casey-Kenney,Loss,Win,2020-10-24
Alex-Oliveira,Shavkat-Rakhmonov,Loss,Win,2020-10-24
Da-Un-Jung,Sam-Alvey,Draw,Draw,2020-10-24
Liana-Jojua,Miranda-Maverick,Loss,Win,2020-10-24
Joel-Alvarez,Alexander-Yakovlev,Win,Loss,2020-10-24
Calvin-Kattar,Dan-Ige,Win,Loss,2020-07-15
Tim-Elliott,Ryan-Benoit,Win,Loss,2020-07-15
Jimmie-Rivera,Cody-Stamann,Win,Loss,2020-07-15
Molly-McCann,Taila-Santos,Loss,Win,2020-07-15
Abdul-Razak Alhassan,Mounir-Lazzez,Loss,Win,2020-07-15
John-Phillips,Khamzat-Chimaev,Loss,Win,2020-07-15
Ricardo-Ramos,Lerone-Murphy,Loss,Win,2020-07-15
Modestas-Bukauskas,Andreas-Michailidis,Win,Loss,2020-07-15
Jared-Gordon,Chris-Fishgold,Win,Loss,2020-07-15
Diana-Belbita,Liana-Jojua,Loss,Win,2020-07-15
Jack-Shore,Aaron-Phillips,Win,Loss,2020-07-15
Robert-Whittaker,Darren-Till,Win,Loss,2020-07-25
Mauricio-Rua,Rogerio-Nogueira,Win,Loss,2020-07-25
Fabricio-Werdum,Alexander-Gustafsson,Win,Loss,2020-07-25
Carla-Esparza,Marina-Rodriguez,Win,Loss,2020-07-25
Paul-Craig,Gadzhimurad-Antigulov,Win,Loss,2020-07-25
Alex-Oliveira,Peter-Sobotta,Win,Loss,2020-07-25
Khamzat-Chimaev,Rhys-McKee,Win,Loss,2020-07-25
Francisco-Trinaldo,Jai-Herbert,Win,Loss,2020-07-25
Nicolas-Dalby,Jesse-Ronson,No Contest,No Contest,2020-07-25
Tom-Aspinall,Jake-Collier,Win,Loss,2020-07-25
Movsar-Evloev,Mike-Grundy,Win,Loss,2020-07-25
Tanner-Boser,Raphael-Pessoa,Win,Loss,2020-07-25
Bethe-Correia,Pannie-Kianzad,Loss,Win,2020-07-25
Ramazan-Emeev,Niklas-Stolze,Win,Loss,2020-07-25
Nathaniel-Wood,John-Castaneda,Win,Loss,2020-07-25
Pedro-Munhoz,Frankie-Edgar,Loss,Win,2020-08-22
Marcin-Prachnio,Mike-Rodriguez,Loss,Win,2020-08-22
Austin-Hubbard,Joe-Solecki,Loss,Win,2020-08-22
Mariya-Agapova,Shana-Dobson,Loss,Win,2020-08-22
Daniel-Rodriguez,Dwight-Grant,Win,Loss,2020-08-22
Amanda-Lemos,Inoue-Mizuki,Win,Loss,2020-08-22
Ike-Villanueva,Jordan-Wright,Loss,Win,2020-08-22
Carlton-Minus,Matthew-Semelsberger,Loss,Win,2020-08-22
Timur-Valiev,Trevin-Jones,No Contest,No Contest,2020-08-22
Israel-Adesanya,Paulo-Costa,Win,Loss,2020-09-26
Dominick-Reyes,Jan-Blachowicz,Loss,Win,2020-09-26
Kai-Kara-France,Brandon-Royval,Loss,Win,2020-09-26
Ketlen-Vieira,Sijara-Eubanks,Win,Loss,2020-09-26
Hakeem-Dawodu,Zubaira-Tukhugov,Win,Loss,2020-09-26
Brad-Riddell,Alex-Da Silva,Win,Loss,2020-09-26
Diego-Sanchez,Jake-Matthews,Loss,Win,2020-09-26
Shane-Young,Ludovit-Klein,Loss,Win,2020-09-26
William-Knight,Aleksa-Camur,Win,Loss,2020-09-26
Juan-Espino,Jeff-Hughes,Win,Loss,2020-09-26
Khadis-Ibragimov,Danilo-Marques,Loss,Win,2020-09-26
Anthony-Smith,Aleksandar-Rakic,Loss,Win,2020-08-29
Robbie-Lawler,Neil-Magny,Loss,Win,2020-08-29
